Region,Region_Name,CL_Category,CL,Percentage,Count
Class I Areas,Lye Brook Wilderness,B (Max Min),12,0,0
Class I Areas,Lye Brook Wilderness,B (Max Min),13,0,0
Class I Areas,Lye Brook Wilderness,B (Max Min),14,0.050767148,36
Class I Areas,Lye Brook Wilderness,B (Max Min),15,0,0
Class I Areas,Lye Brook Wilderness,B (Max Min),17,0,0
Class I Areas,Lye Brook Wilderness,B (Max Min),18,8.572597022,6079
Class I Areas,Lye Brook Wilderness,C (Max Max),5,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),6,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),7,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),8,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),9,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),10,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),12,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),13,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),14,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),15,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),17,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),18,91.42740298,64833
Class I Areas,Lye Brook Wilderness,C (Max Max),19,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),21,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),23,0,0
Class I Areas,Lye Brook Wilderness,C (Max Max),26,8.572597022,6079
Class I Areas,Lye Brook Wilderness,D (Min Max),5,5.261450812,3731
Class I Areas,Lye Brook Wilderness,D (Min Max),6,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),7,94.71457581,67164
Class I Areas,Lye Brook Wilderness,D (Min Max),8,0.001410199,1
Class I Areas,Lye Brook Wilderness,D (Min Max),9,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),10,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),11,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),12,0.022563177,16
Class I Areas,Lye Brook Wilderness,D (Min Max),13,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),14,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),15,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),17,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),18,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),21,0,0
Class I Areas,Lye Brook Wilderness,D (Min Max),26,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),3,79.49686181,170105
Class I Areas,Mammoth Cave NP,A (Min Min),5,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),6,18.06689504,38659
Class I Areas,Mammoth Cave NP,A (Min Min),7,2.436243148,5213
Class I Areas,Mammoth Cave NP,A (Min Min),8,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),9,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),10,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),11,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),12,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),13,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),14,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),17,0,0
Class I Areas,Mammoth Cave NP,A (Min Min),18,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),3,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),5,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),6,18.06689504,38659
Class I Areas,Mammoth Cave NP,B (Max Min),7,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),8,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),9,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),10,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),11,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),12,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),13,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),14,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),15,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),17,0,0
Class I Areas,Mammoth Cave NP,B (Max Min),18,81.93310496,175318
Class I Areas,Mammoth Cave NP,C (Max Max),5,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),6,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),7,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),8,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),9,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),10,18.06689504,38659
Class I Areas,Mammoth Cave NP,C (Max Max),12,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),13,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),14,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),15,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),17,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),18,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),19,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),21,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),23,0,0
Class I Areas,Mammoth Cave NP,C (Max Max),26,81.93310496,175318
Class I Areas,Mammoth Cave NP,D (Min Max),5,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),6,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),7,33.01102455,70636
Class I Areas,Mammoth Cave NP,D (Min Max),8,46.48583726,99469
Class I Areas,Mammoth Cave NP,D (Min Max),9,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),10,18.06689504,38659
Class I Areas,Mammoth Cave NP,D (Min Max),11,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),12,2.436243148,5213
Class I Areas,Mammoth Cave NP,D (Min Max),13,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),14,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),15,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),17,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),18,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),21,0,0
Class I Areas,Mammoth Cave NP,D (Min Max),26,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),3,100,11168
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),5,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),6,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),7,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),8,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),9,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),10,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),11,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),12,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),13,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),14,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),17,0,0
Class I Areas,Moosehorn Wilderness BAR,A (Min Min),18,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),3,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),5,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),6,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),7,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),8,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),9,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),10,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),11,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),12,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),13,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),14,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),15,0.761103152,85
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),17,0,0
Class I Areas,Moosehorn Wilderness BAR,B (Max Min),18,99.23889685,11083
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),5,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),6,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),7,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),8,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),9,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),10,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),12,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),13,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),14,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),15,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),17,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),18,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),19,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),21,0.761103152,85
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),23,0,0
Class I Areas,Moosehorn Wilderness BAR,C (Max Max),26,99.23889685,11083
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),5,98.94340974,11050
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),6,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),7,1.056590258,118
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),8,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),9,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),10,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),11,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),12,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),13,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),14,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),15,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),17,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),18,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),21,0,0
Class I Areas,Moosehorn Wilderness BAR,D (Min Max),26,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),3,100,9694
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),5,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),6,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),7,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),8,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),9,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),10,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),11,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),12,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),13,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),14,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),17,0,0
Class I Areas,Moosehorn Wilderness EDM,A (Min Min),18,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),3,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),5,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),6,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),7,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),8,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),9,0.206313183,20
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),10,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),11,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),12,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),13,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),14,0,0
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),15,1.702083763,165
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),17,98.09160305,9509
Class I Areas,Moosehorn Wilderness EDM,B (Max Min),18,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),5,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),6,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),7,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),8,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),9,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),10,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),12,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),13,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),14,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),15,0.206313183,20
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),17,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),18,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),19,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),21,1.702083763,165
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),23,0,0
Class I Areas,Moosehorn Wilderness EDM,C (Max Max),26,98.09160305,9509
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),5,99.98968434,9693
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),6,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),7,0.010315659,1
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),8,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),9,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),10,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),11,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),12,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),13,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),14,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),15,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),17,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),18,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),21,0,0
Class I Areas,Moosehorn Wilderness EDM,D (Min Max),26,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),3,95.9781134,85600
Class I Areas,Otter Creek Wilderness,A (Min Min),5,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),6,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),7,4.021886598,3587
Class I Areas,Otter Creek Wilderness,A (Min Min),8,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),9,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),10,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),11,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),12,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),13,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),14,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),17,0,0
Class I Areas,Otter Creek Wilderness,A (Min Min),18,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),3,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),5,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),6,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),7,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),8,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),9,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),10,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),11,68.87326628,61426
Class I Areas,Otter Creek Wilderness,B (Max Min),12,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),13,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),14,2.160628791,1927
Class I Areas,Otter Creek Wilderness,B (Max Min),15,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),17,0,0
Class I Areas,Otter Creek Wilderness,B (Max Min),18,28.96610493,25834
Class I Areas,Otter Creek Wilderness,C (Max Max),5,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),6,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),7,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),8,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),9,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),10,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),12,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),13,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),14,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),15,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),17,21.48519403,19162
Class I Areas,Otter Creek Wilderness,C (Max Max),18,49.54870104,44191
Class I Areas,Otter Creek Wilderness,C (Max Max),19,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),21,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),23,0,0
Class I Areas,Otter Creek Wilderness,C (Max Max),26,28.96610493,25834
Class I Areas,Otter Creek Wilderness,D (Min Max),5,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),6,5.440254746,4852
Class I Areas,Otter Creek Wilderness,D (Min Max),7,69.05266463,61586
Class I Areas,Otter Creek Wilderness,D (Min Max),8,21.48519403,19162
Class I Areas,Otter Creek Wilderness,D (Min Max),9,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),10,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),11,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),12,4.021886598,3587
Class I Areas,Otter Creek Wilderness,D (Min Max),13,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),14,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),15,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),17,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),18,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),21,0,0
Class I Areas,Otter Creek Wilderness,D (Min Max),26,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),3,100,122652
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),5,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),6,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),7,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),8,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),9,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),10,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),11,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),12,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),13,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),14,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),17,0,0
Class I Areas,Presidential Range-Dry River Wilderness,A (Min Min),18,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),3,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),5,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),6,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),7,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),8,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),9,0.011414408,14
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),10,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),11,76.92088184,94345
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),12,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),13,2.967746144,3640
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),14,14.00058703,17172
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),15,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),17,0,0
Class I Areas,Presidential Range-Dry River Wilderness,B (Max Min),18,6.099370577,7481
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),5,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),6,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),7,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),8,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),9,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),10,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),12,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),13,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),14,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),15,0.011414408,14
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),17,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),18,86.68020089,106315
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),19,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),21,7.209014121,8842
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),23,0,0
Class I Areas,Presidential Range-Dry River Wilderness,C (Max Max),26,6.099370577,7481
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),5,65.95082021,80890
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),6,0.232364739,285
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),7,33.81681505,41477
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),8,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),9,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),10,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),11,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),12,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),13,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),14,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),15,0,0
Class I Areas,Presidential Range-Dry River Wilderness,D (Min Max),17,0,0
