Abiotic,Region,Region_Name,COUNT,AREA_M2,AREA_Acres,AREA_HA,MIN,MAX,RANGE,MEAN,STD,Shape_Area M2
Precipitation (Annual),Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,58926343,53033708700,13104894.5883135,5303370.87,800.840027,1036.589966,235.749939,920.501036,66.843406,53035141066.624500
Precipitation (Annual),Forest Service Admin Areas,Allegheny National Forest,3331340,2998206000,740871.6936300,299820.60,1122.140015,1224.099976,101.959961,1161.975892,15.137677,2998212079.749840
Precipitation (Annual),Forest Service Admin Areas,Chequamegon-Nicolet National Forest,9017376,8115638400,2005414.8268320,811563.84,744.830017,875.440002,130.609985,803.349866,28.04269,8115684316.383020
Precipitation (Annual),Forest Service Admin Areas,Chippewa National Forest,7197246,6477521400,1600627.9255470,647752.14,648.530029,726.280029,77.75,691.219455,16.455165,6477469656.434470
Precipitation (Annual),Forest Service Admin Areas,Daniel Boone National Forest,9046948,8142253200,2011991.4769860,814225.32,1128.579956,1368.130005,239.550049,1244.523912,41.882306,8268286834.790360
Precipitation (Annual),Forest Service Admin Areas,George Washington and Jefferson National Forest,15724830,14152347000,3497115.7054350,1415234.70,841.940002,1717.550049,875.610046,1119.494038,130.508266,14152380131.178300
Precipitation (Annual),Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3839575,3455617500,853900.3623375,345561.75,833.98999,1884.910034,1050.920044,1383.32258,168.730747,3455616314.805460
Precipitation (Annual),Forest Service Admin Areas,Hiawatha National Forest,5837822,5254039800,1298299.5047790,525403.98,719.080017,933.539978,214.459961,825.760738,36.790594,5257791263.285730
Precipitation (Annual),Forest Service Admin Areas,Hoosier National Forest,2908756,2617880400,646891.3362420,261788.04,1166.829956,1242.040039,75.210083,1202.243172,17.374611,2617898935.632780
Precipitation (Annual),Forest Service Admin Areas,Huron-Manistee National Forest,9119547,8207592300,2028137.0952915,820759.23,700.869995,1003.609985,302.73999,840.092935,59.155009,8207866260.109320
Precipitation (Annual),Forest Service Admin Areas,Land Between the Lakes National Recreation Area,483787,435408300,107591.5679715,43540.83,1239.050049,1353.839966,114.789917,1295.266619,37.890265,693184850.032161
Precipitation (Annual),Forest Service Admin Areas,Midewin National Tallgrass Prairie,123951,111555900,27566.0206695,11155.59,932.909973,963.23999,30.330017,947.170817,7.068339,111555877.560034
Precipitation (Annual),Forest Service Admin Areas,Monongahela National Forest,7660639,6894575100,1703683.9800855,689457.51,779.619995,1644.030029,864.410034,1291.739946,172.07856,6894554207.279570
Precipitation (Annual),Forest Service Admin Areas,Ottawa National Forest,7026645,6323980500,1562687.2014525,632398.05,731.869995,966.22998,234.359985,819.970636,51.475525,6324406706.442230
Precipitation (Annual),Forest Service Admin Areas,Shawnee National Forest,4179329,3761396100,929459.7832905,376139.61,1120.22998,1243.72998,123.5,1199.645834,27.775016,3763693518.254750
Precipitation (Annual),Forest Service Admin Areas,Superior National Forest,17477343,15729608700,3886864.9578135,1572960.87,649.75,958.390015,308.640015,740.839211,52.597964,15733793671.581300
Precipitation (Annual),Forest Service Admin Areas,Wayne National Forest,3849708,3464737200,856153.8858060,346473.72,990.219971,1147.390015,157.170044,1067.430657,41.117901,3464759940.155300
Precipitation (Annual),Forest Service Admin Areas,White Mountain National Forest,4238765,3814888500,942678.0227925,381488.85,973.77002,2418.840088,1445.070068,1400.620961,215.878684,3814865892.637300
Precipitation (Annual),Forest Service Wilderness Areas,Allegheny Islands Wilderness,1678,1510200,373.1779710,151.02,1140.849976,1155.160034,14.310059,1147.731543,4.833301,1504465.412977
Precipitation (Annual),Forest Service Wilderness Areas,Bald Knob Wilderness,26220,23598000,5831.1837900,2359.80,1173.609985,1201.790039,28.180054,1188.023446,6.031914,23592594.596893
Precipitation (Annual),Forest Service Wilderness Areas,Barbours Creek Wilderness,24782,22303800,5511.3804990,2230.38,1092.329956,1311.069946,218.73999,1215.100421,61.863482,22297938.505662
Precipitation (Annual),Forest Service Wilderness Areas,Bay Creek Wilderness,12421,11178900,2762.3620845,1117.89,1213.5,1228.050049,14.550049,1220.792402,2.957568,11170089.578802
Precipitation (Annual),Forest Service Wilderness Areas,Beartown Wilderness,25246,22721400,5614.5715470,2272.14,1149.26001,1517.160034,367.900024,1359.349691,101.090125,22713553.219524
Precipitation (Annual),Forest Service Wilderness Areas,Beaver Creek Wilderness,21819,19637100,4852.4255955,1963.71,1259.300049,1297.849976,38.549927,1273.840126,9.824048,19644522.266469
Precipitation (Annual),Forest Service Wilderness Areas,Big Branch Wilderness,30254,27228600,6728.3232030,2722.86,1316.900024,1666.719971,349.819946,1496.422979,79.803158,27215287.546814
Precipitation (Annual),Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,1025.589966,1106.869995,81.280029,1076.18272,14.816754,20829020.825377
Precipitation (Annual),Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,828.059998,841.960022,13.900024,831.600288,3.591225,23181142.160588
Precipitation (Annual),Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,789.809998,801.700012,11.890015,794.814304,2.927562,23926981.998344
Precipitation (Annual),Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4938072,4444264800,1098200.0534040,444426.48,675.47998,847.679993,172.200012,724.50045,29.713161,4446640502.385940
Precipitation (Annual),Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,1239.560059,1481.800049,242.23999,1377.8092,51.641443,101111910.561700
Precipitation (Annual),Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,1060.160034,1276.910034,216.75,1199.332188,57.17979,15176924.560965
Precipitation (Annual),Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,1031.219971,1161.969971,130.75,1104.836788,28.254496,15156386.407373
Precipitation (Annual),Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,1012.429993,1140,127.570007,1052.051852,24.486519,19404389.446175
Precipitation (Annual),Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,1202.119995,1222.339966,20.219971,1212.444878,4.503335,15134251.243920
Precipitation (Annual),Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,1198.140015,1409.439941,211.299927,1329.076426,44.08392,45467081.802363
Precipitation (Annual),Forest Service Wilderness Areas,Charles C. Deam Wilderness,56372,50734800,12536.8227540,5073.48,1174.199951,1179.199951,5,1177.036002,1.254281,50737520.221437
Precipitation (Annual),Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,1155.030029,1181.76001,26.72998,1168.634224,6.232589,19179631.258969
Precipitation (Annual),Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,1209.040039,1252.930054,43.890015,1228.480321,8.266612,50790844.685120
Precipitation (Annual),Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,1360.699951,1644.030029,283.330078,1565.798375,50.994176,193204860.120276
Precipitation (Annual),Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,826.840027,831.150024,4.309998,828.521492,0.993337,48368648.243970
Precipitation (Annual),Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,1139.189941,1500.390015,361.200073,1348.186847,84.821292,71939581.033790
Precipitation (Annual),Forest Service Wilderness Areas,Garden Mountain Wilderness,14980,13482000,3331.4696100,1348.20,1089.910034,1221.170044,131.26001,1139.231759,21.452001,13478363.484108
Precipitation (Annual),Forest Service Wilderness Areas,Garden of the Gods Wilderness,17895,16105500,3979.7495775,1610.55,1183.800049,1203.469971,19.669922,1191.879308,4.301735,16097992.314646
Precipitation (Annual),Forest Service Wilderness Areas,George D. Aiken Wilderness,21580,19422000,4799.2733100,1942.20,1434.01001,1538.449951,104.439941,1503.535799,22.223951,19426544.842033
Precipitation (Annual),Forest Service Wilderness Areas,Glastenbury Wilderness,100384,90345600,22324.8494880,9034.56,1242.380005,1850.060059,607.680054,1545.987848,128.103252,90366341.070641
Precipitation (Annual),Forest Service Wilderness Areas,Great Gulf Wilderness,25444,22899600,5658.6056580,2289.96,1395.290039,2416.629883,1021.339844,2008.00142,280.230919,22897419.548727
Precipitation (Annual),Forest Service Wilderness Areas,Headwaters Wilderness,99376,89438400,22100.6758320,8943.84,780.570007,792.609985,12.039978,786.993067,2.77484,89436658.829258
Precipitation (Annual),Forest Service Wilderness Areas,Hickory Creek Wilderness,38824,34941600,8634.2440680,3494.16,1149.02002,1171.209961,22.189941,1159.494197,6.1673,34936116.791550
Precipitation (Annual),Forest Service Wilderness Areas,Horseshoe Bay Wilderness,17461,15714900,3883.2303645,1571.49,756.98999,791.150024,34.160034,776.855729,8.278991,15789811.313093
Precipitation (Annual),Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,38085,34276500,8469.8945325,3427.65,1046.099976,1233.719971,187.619995,1113.516918,40.943816,34279848.971497
Precipitation (Annual),Forest Service Wilderness Areas,James River Face Wilderness,40050,36045000,8906.8997250,3604.50,1120.810059,1409.900024,289.089966,1225.166845,63.83657,36044435.290978
Precipitation (Annual),Forest Service Wilderness Areas,Joseph Battell Wilderness,55472,49924800,12336.6677040,4992.48,1240.48999,1506.400024,265.910034,1438.343046,52.49533,49923838.816750
Precipitation (Annual),Forest Service Wilderness Areas,Kimberling Creek Wilderness,26652,23986800,5927.2582140,2398.68,1005.830017,1054.439941,48.609924,1032.621322,12.530437,23989645.749636
Precipitation (Annual),Forest Service Wilderness Areas,Laurel Fork North Wilderness,27205,24484500,6050.2423725,2448.45,1385.26001,1414.689941,29.429932,1400.532067,5.946371,24475882.546086
Precipitation (Annual),Forest Service Wilderness Areas,Laurel Fork South Wilderness,26248,23623200,5837.4108360,2362.32,1359.380005,1390.319946,30.939941,1373.703974,6.722589,23632291.686621
Precipitation (Annual),Forest Service Wilderness Areas,Lewis Fork Wilderness,27321,24588900,6076.0401345,2458.89,1367.780029,1717.550049,349.77002,1546.063943,98.253339,24586190.516298
Precipitation (Annual),Forest Service Wilderness Areas,Little Dry Run Wilderness,12849,11564100,2857.5469305,1156.41,985.25,1115.209961,129.959961,1052.904853,32.291897,11559294.033495
Precipitation (Annual),Forest Service Wilderness Areas,Little Wilson Creek Wilderness,24553,22097700,5460.4521585,2209.77,1186.439941,1519.109985,332.670044,1371.788056,52.244639,22101228.581508
Precipitation (Annual),Forest Service Wilderness Areas,Lusk Creek Wilderness,29843,26858700,6636.9190635,2685.87,1216.48999,1225.26001,8.77002,1219.897624,1.650931,26838325.364239
Precipitation (Annual),Forest Service Wilderness Areas,Lye Brook Wilderness,81476,73328400,18119.8142820,7332.84,1266.51001,1884.910034,618.400024,1730.788201,144.286016,73336837.294428
Precipitation (Annual),Forest Service Wilderness Areas,Mackinac Wilderness,51402,46261800,11431.5220890,4626.18,798.859985,816.450012,17.590027,809.36253,4.022492,46256561.106846
Precipitation (Annual),Forest Service Wilderness Areas,McCormick Wilderness,77398,69658200,17212.8895110,6965.82,828.419983,882.200012,53.780029,857.668849,10.262954,69671648.433768
Precipitation (Annual),Forest Service Wilderness Areas,Mountain Lake Wilderness,74320,66888000,16528.3592400,6688.80,992.119995,1263.650024,271.530029,1127.971716,66.880325,66872713.209213
Precipitation (Annual),Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,14649,13184100,3257.8570305,1318.41,847.599976,868.820007,21.220032,859.378385,4.933021,13238039.846655
Precipitation (Annual),Forest Service Wilderness Areas,Otter Creek Wilderness,93100,83790000,20704.9279500,8379.00,1309.22998,1454.23999,145.01001,1387.556511,38.408976,83792094.357996
Precipitation (Annual),Forest Service Wilderness Areas,Panther Den Wilderness,4447,4002300,988.9883415,400.23,1194.609985,1203.439941,8.829956,1198.213876,2.284461,3998641.286128
Precipitation (Annual),Forest Service Wilderness Areas,Pemigewasset Wilderness,205965,185368500,45805.4831925,18536.85,1256.829956,2076.379883,819.549927,1592.575242,185.192542,185382333.352366
Precipitation (Annual),Forest Service Wilderness Areas,Peru Peak Wilderness,35189,31670100,7825.8400605,3167.01,1419.829956,1694.75,274.920044,1566.486613,69.392398,31664130.688052
Precipitation (Annual),Forest Service Wilderness Areas,Peters Mountain Wilderness,20336,18302400,4522.6145520,1830.24,1018.340027,1154.52002,136.179993,1093.814815,37.334192,18296887.879617
Precipitation (Annual),Forest Service Wilderness Areas,Porcupine Lake Wilderness,19370,17433000,4307.7814650,1743.30,860,872.099976,12.099976,865.620229,2.918884,17434749.108024
Precipitation (Annual),Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,124115,111703500,27602.4933675,11170.35,1331.02002,2370.110107,1039.090088,1686.640748,236.793221,111711742.054301
Precipitation (Annual),Forest Service Wilderness Areas,Priest Wilderness,26960,24264000,5995.7557200,2426.40,1152.400024,1482.540039,330.140015,1357.323248,74.656733,24257114.863938
Precipitation (Annual),Forest Service Wilderness Areas,Raccoon Branch Wilderness,19000,17100000,4225.4955000,1710.00,1160.369995,1290.930054,130.560059,1240.395667,35.986407,17099857.313983
Precipitation (Annual),Forest Service Wilderness Areas,Rainbow Lake Wilderness,32257,29031300,7173.7793865,2903.13,832.72998,865.679993,32.950012,847.357626,7.339206,29043951.115976
Precipitation (Annual),Forest Service Wilderness Areas,Ramseys Draft Wilderness,29569,26612100,6575.9829705,2661.21,1102.72998,1216.310059,113.580078,1159.533195,31.407512,26614362.158183
Precipitation (Annual),Forest Service Wilderness Areas,Rich Hole Wilderness,29369,26432100,6531.5040705,2643.21,1004.039978,1317.180054,313.140076,1224.106922,66.644423,26433207.047714
Precipitation (Annual),Forest Service Wilderness Areas,Roaring Plains West Wilderness,30542,27487800,6792.3728190,2748.78,1072.060059,1603.699951,531.639893,1408.259046,133.965287,27494485.828466
Precipitation (Annual),Forest Service Wilderness Areas,Rock River Canyon Wilderness,23664,21297600,5262.7434480,2129.76,845.450012,856.429993,10.97998,853.11858,2.221758,21288240.970846
Precipitation (Annual),Forest Service Wilderness Areas,Rough Mountain Wilderness,41943,37748700,9327.8925135,3774.87,1004.219971,1081.540039,77.320068,1044.802101,16.608335,37743888.077174
Precipitation (Annual),Forest Service Wilderness Areas,Round Island Wilderness,1654,1488600,367.8405030,148.86,753.01001,759.049988,6.039978,756.686401,1.736345,1516946.622236
Precipitation (Annual),Forest Service Wilderness Areas,Saint Mary's Wilderness,44184,39765600,9826.2785880,3976.56,1132.310059,1375.51001,243.199951,1276.403678,54.549973,39767109.579329
Precipitation (Annual),Forest Service Wilderness Areas,Sandwich Range Wilderness,158754,142878600,35306.0164530,14287.86,1302.209961,1852.400024,550.190063,1586.688203,118.605026,142861033.854105
Precipitation (Annual),Forest Service Wilderness Areas,Shawvers Run Wilderness,26007,23406300,5783.8137615,2340.63,988.5,1352.890015,364.390015,1168.379724,93.746649,23405907.433414
Precipitation (Annual),Forest Service Wilderness Areas,Spice Run Wilderness,27143,24428700,6036.4539135,2442.87,1064.01001,1147.670044,83.660034,1119.788325,17.872368,24431262.091325
Precipitation (Annual),Forest Service Wilderness Areas,Stone Mountain Wilderness,14713,13241700,3272.0902785,1324.17,1296.310059,1406.890015,110.579956,1376.798997,24.35383,13245647.391149
Precipitation (Annual),Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,75403,67862700,16769.2124835,6786.27,777.419983,806.190002,28.77002,789.955462,5.617889,67866940.146917
Precipitation (Annual),Forest Service Wilderness Areas,Sylvania Wilderness,82983,74684700,18454.9627935,7468.47,774.679993,809.849976,35.169983,790.974883,7.582619,74684759.065081
Precipitation (Annual),Forest Service Wilderness Areas,Three Ridges Wilderness,20740,18666000,4612.4619300,1866.60,1167.670044,1526.160034,358.48999,1425.949828,93.748283,18666108.433027
Precipitation (Annual),Forest Service Wilderness Areas,Thunder Ridge Wilderness,10924,9831600,2429.4375180,983.16,1256.76001,1676.099976,419.339966,1408.277819,77.47724,9823140.232682
Precipitation (Annual),Forest Service Wilderness Areas,Whisker Lake Wilderness,33022,29719800,7343.9111790,2971.98,752.409973,759.890015,7.480042,755.769824,1.724883,29722828.749481
Precipitation (Annual),Forest Service Wilderness Areas,Wild River Wilderness,108059,97253100,24031.7272755,9725.31,1214.660034,1969.72998,755.069946,1513.342006,194.68049,97255552.687529
Precipitation (Annual),States,Connecticut,14327770,12894993000,3186417.2452650,1289499.30,1102.780029,1420.280029,317.5,1252.514085,49.424023,12894953453.341300
Precipitation (Annual),States,Delaware,5899273,5309345700,1311965.8691985,530934.57,1025.219971,1183.030029,157.810059,1127.612249,24.363846,5309390666.975370
Precipitation (Annual),States,District of Columbia,173276,155948400,38535.6293820,15594.84,1055.300049,1103.060059,47.76001,1086.702317,11.643379,155936388.359822
Precipitation (Annual),States,Illinois,162180627,145962564300,36068079.4513515,14596256.43,858.969971,1260.660034,401.690063,1005.180471,81.556082,146024416220.665000
Precipitation (Annual),States,Indiana,104165538,93748984200,23165842.7407410,9374898.42,914.940002,1242.040039,327.100037,1072.062557,79.438955,93755290899.666200
Precipitation (Annual),States,Iowa,162005762,145805185800,36029190.4371090,14580518.58,653.849976,1000.619995,346.77002,880.451341,62.445671,145846157080.375000
Precipitation (Annual),States,Kentucky,115982093,104383883700,25793779.5816885,10438388.37,1008.070007,1784.209961,776.139954,1212.005281,70.853833,104525137684.948000
Precipitation (Annual),States,Maine,93419172,84077254800,20775910.0473540,8407725.48,930,2003.819946,1073.819946,1148.603843,96.932718,84135338938.930200
Precipitation (Annual),States,Maryland,28205443,25384898700,6272735.3932635,2538489.87,913.059998,1383.290039,470.230042,1105.987032,56.079923,25396939412.877900
Precipitation (Annual),States,Massachusetts,23396506,21056855400,5203254.2536170,2105685.54,1022.380005,1542.079956,519.699951,1234.327338,52.16957,21075180892.310700
Precipitation (Annual),States,Michigan,166998305,150298474500,37139504.5413225,15029847.45,686.51001,1023.820007,337.309998,840.94991,62.410933,150627432348.998000
Precipitation (Annual),States,Minnesota,242637561,218373804900,53961259.0598145,21837380.49,520.429993,958.390015,437.960022,708.951226,77.231748,218546319047.010000
Precipitation (Annual),States,New Hampshire,26638972,23975074800,5924360.8584540,2397507.48,912.359985,2418.840088,1506.480103,1209.520725,144.362398,23983031539.622600
Precipitation (Annual),States,New Jersey,21915162,19723645800,4873811.4954090,1972364.58,1001.590027,1348.689941,347.099915,1188.067132,57.847298,19794577064.869600
Precipitation (Annual),States,New York,139630464,125667417600,31053047.2260480,12566741.76,795.130005,1809.790039,1014.660034,1094.561209,138.99797,125772761461.610000
Precipitation (Annual),States,Ohio,118818444,106936599600,26424568.4441580,10693659.96,817.190002,1207.329956,390.139954,1003.431178,56.535045,106991293988.009000
Precipitation (Annual),States,Pennsylvania,130313015,117281713500,28980897.8144175,11728171.35,859.039978,1503.25,644.210022,1108.909184,87.401972,117298177736.458000
Precipitation (Annual),States,Rhode Island,3153631,2838267900,701350.1894295,283826.79,1062.01001,1330.579956,268.569946,1245.083618,44.536621,2838250544.449430
Precipitation (Annual),States,Vermont,27714073,24942665700,6163457.4077985,2494266.57,850.880005,2006.619995,1155.73999,1175.516053,174.569389,24949625876.598800
Precipitation (Annual),States,Virginia,114951875,103456687500,25564664.7646875,10345668.75,847.349976,1717.550049,870.200073,1120.20535,83.253652,103515652655.207000
Precipitation (Annual),States,West Virginia,69655486,62689937400,15490996.9812270,6268993.74,778.780029,1796.97998,1018.199951,1158.839066,134.975785,62689825398.324900
Precipitation (Annual),States,Wisconsin,161152842,145037557800,35839505.7201690,14503755.78,709.47998,951.679993,242.200012,831.154815,42.78081,145164873246.276000
Precipitation (May-Sept),Class I Areas,Acadia NP,174407,156966300,38787.1575615,15696.63,461.900024,525.820007,63.919983,491.367186,10.672094,156976202.212794
Precipitation (May-Sept),Class I Areas,Boundary Waters Canoe Area Wilderness,4892692,4403422800,1088107.7909940,440342.28,433.809998,478.420013,44.610016,459.466381,8.314738,4415689551.038190
Precipitation (May-Sept),Class I Areas,Brigantine Wilderness,10286,9257400,2287.5498270,925.74,417.070007,468.27002,51.200012,458.520745,16.538663,9785546.479338
Precipitation (May-Sept),Class I Areas,Dolly Sods Wilderness,48235,43411500,10727.1987075,4341.15,532.859985,688.409973,155.549988,608.728056,36.020029,43407012.422794
Precipitation (May-Sept),Class I Areas,Great Gulf Wilderness,27040,24336000,6013.5472800,2433.60,569.909973,1059.859985,489.950012,863.245097,130.313485,24333487.464179
Precipitation (May-Sept),Class I Areas,Isle Royale NP,1889068,1700161200,420118.3333260,170016.12,349.25,393.73999,44.48999,367.267203,10.613678,2224596026.698460
Precipitation (May-Sept),Class I Areas,James River Face Wilderness,40066,36059400,8910.4580370,3605.94,495.220001,647.890015,152.670013,549.89282,36.908587,36061953.654039
Precipitation (May-Sept),Class I Areas,Lye Brook Wilderness,71351,64215900,15868.0699695,6421.59,569.169983,764.77002,195.600037,710.748628,49.70287,64221170.710860
Precipitation (May-Sept),Class I Areas,Mammoth Cave NP,230884,207795600,51347.3317380,20779.56,546.289978,562.880005,16.590027,557.506411,5.148666,207797270.790150
Precipitation (May-Sept),Class I Areas,Moosehorn Wilderness BAR,21584,19425600,4800.1628880,1942.56,459.829987,463.429993,3.600006,461.545507,0.878364,19427383.657833
Precipitation (May-Sept),Class I Areas,Moosehorn Wilderness EDM,12177,10959300,2708.0978265,1095.93,471.140015,474.440002,3.299988,472.818517,0.857741,10966667.379660
Precipitation (May-Sept),Class I Areas,Otter Creek Wilderness,89884,80895600,19989.7072380,8089.56,609.26001,705.950012,96.690002,662.717198,22.788454,80879488.939516
Precipitation (May-Sept),Class I Areas,Presidential Range-Dry River Wilderness,125840,113256000,27986.1238800,11325.60,569.950012,1040.439941,470.489929,720.720427,105.32987,113247489.248687
Precipitation (May-Sept),Class I Areas,Rainbow Lake Wilderness,31684,28515600,7046.3473380,2851.56,498.859985,519.070007,20.210022,508.214146,4.576191,28527702.443629
Precipitation (May-Sept),Class I Areas,Seney Wilderness,121260,109134000,26967.5570700,10913.40,395.73999,399.109985,3.369995,396.711923,0.667358,109129287.035413
Precipitation (May-Sept),Class I Areas,Shenandoah NP,869029,782126100,193267.2699405,78212.61,470.329987,805.330017,335.000031,615.587874,67.383426,782161341.766315
Precipitation (May-Sept),Class I Areas,Voyageurs NP,920691,828621900,204756.6145995,82862.19,434.850006,457.119995,22.269989,448.105976,5.267244,829261617.157305
Precipitation (May-Sept),Ecoregions Combined,All Ecoregions,844415714,759974142600,187793410.5071730,75997414.26,327.420013,1060.920044,733.500031,488.333041,53.67109,760057317559.180000
Precipitation (May-Sept),Ecoregions Level 2,Atlantic Highlands,167686040,150917436000,37292453.0227800,15091743.60,408.5,1060.920044,652.420044,546.021508,49.924783,150924840138.306000
Precipitation (May-Sept),Ecoregions Level 2,Mixed Wood Plains,438217691,394395921900,97457204.2810995,39439592.19,365.570007,670.280029,304.710022,490.529829,39.819376,394420123294.760000
Precipitation (May-Sept),Ecoregions Level 2,Mixed Wood Shield,238511983,214660784700,53043753.2032935,21466078.47,327.420013,552.210022,224.790009,443.738963,34.576378,214712354126.112000
Precipitation (May-Sept),Ecoregions Level 3,Acadian Plains and Hills,50270084,45243075600,11179790.1961380,4524307.56,435.51001,550.849976,115.339966,476.836092,14.550222,45250035288.537900
Precipitation (May-Sept),Ecoregions Level 3,Driftless Area,52651402,47386261800,11709382.2220890,4738626.18,502.639984,590.350037,87.710052,539.535295,11.719546,47386276779.215200
Precipitation (May-Sept),Ecoregions Level 3,Eastern Great Lakes Lowlands,44773818,40296436200,9957450.8672010,4029643.62,369.72998,599.679993,229.950012,461.526185,40.136145,40301910537.527400
Precipitation (May-Sept),Ecoregions Level 3,Erie Drift Plain,34399655,30959689500,7650294.0738975,3095968.95,454.859985,610.660034,155.800049,511.266758,30.94496,30959680375.094500
Precipitation (May-Sept),Ecoregions Level 3,North Central Appalachians,29697029,26727326100,6604455.9159405,2672732.61,442.209991,676.450012,234.240021,546.680939,31.69347,26727356832.030000
Precipitation (May-Sept),Ecoregions Level 3,North Central Hardwood Forests,98779337,88901403300,21967981.2624465,8890140.33,365.570007,543.839966,178.269958,477.647562,35.656975,88909527413.238700
Precipitation (May-Sept),Ecoregions Level 3,Northeastern Coastal Zone,46739020,42065118000,10394500.9833900,4206511.80,447.179993,609.609985,162.429993,507.220945,25.1415,42067270135.634400
Precipitation (May-Sept),Ecoregions Level 3,Northern Allegheny Plateau,51678032,46510228800,11492910.0876240,4651022.88,401.169983,670.280029,269.110046,504.763041,38.889724,46510281698.888000
Precipitation (May-Sept),Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,137989011,124190109900,30687997.1068395,12419010.99,408.5,1060.920044,652.420044,545.87959,53.034036,124197483306.276000
Precipitation (May-Sept),Ecoregions Level 3,Northern Lakes and Forests,213148264,191833437600,47403001.5981480,19183343.76,327.420013,552.210022,224.790009,444.16256,36.188984,191883316525.475000
Precipitation (May-Sept),Ecoregions Level 3,Northern Minnesota Wetlands,25363719,22827347100,5640751.6051455,2282734.71,377.640015,480.230011,102.589996,440.179192,14.911331,22829037600.637000
Precipitation (May-Sept),Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,58926343,53033708700,13104894.5883135,5303370.87,395.359985,539.030029,143.670044,464.230395,34.374877,53035141066.624500
Precipitation (May-Sept),Forest Service Admin Areas,Allegheny National Forest,3331340,2998206000,740871.6936300,299820.60,541.880005,587.390015,45.51001,559.235829,6.309944,2998212079.749840
Precipitation (May-Sept),Forest Service Admin Areas,Chequamegon-Nicolet National Forest,9017376,8115638400,2005414.8268320,811563.84,429.22998,525.23999,96.01001,475.188147,25.543816,8115684316.383020
Precipitation (May-Sept),Forest Service Admin Areas,Chippewa National Forest,7197246,6477521400,1600627.9255470,647752.14,431.23999,478.51001,47.27002,455.010262,9.296815,6477469656.434470
Precipitation (May-Sept),Forest Service Admin Areas,Daniel Boone National Forest,9046948,8142253200,2011991.4769860,814225.32,511.830017,608.049988,96.219971,554.820442,13.967639,8268286834.790360
Precipitation (May-Sept),Forest Service Admin Areas,George Washington and Jefferson National Forest,15724830,14152347000,3497115.7054350,1415234.70,382.690002,789.190002,406.5,522.182392,55.256679,14152380131.178300
Precipitation (May-Sept),Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3839575,3455617500,853900.3623375,345561.75,427.579987,841.400024,413.820038,622.714248,56.901713,3455616314.805460
Precipitation (May-Sept),Forest Service Admin Areas,Hiawatha National Forest,5837822,5254039800,1298299.5047790,525403.98,364.23999,447.710022,83.470032,402.800923,12.101948,5257791263.285730
Precipitation (May-Sept),Forest Service Admin Areas,Hoosier National Forest,2908756,2617880400,646891.3362420,261788.04,517.950012,557.599976,39.649963,531.463688,7.84198,2617898935.632780
Precipitation (May-Sept),Forest Service Admin Areas,Huron-Manistee National Forest,9119547,8207592300,2028137.0952915,820759.23,372.019989,488.52002,116.500031,420.334458,19.408585,8207866260.109320
Precipitation (May-Sept),Forest Service Admin Areas,Land Between the Lakes National Recreation Area,483787,435408300,107591.5679715,43540.83,490.809998,548.280029,57.470032,519.947431,19.089658,693184850.032161
Precipitation (May-Sept),Forest Service Admin Areas,Midewin National Tallgrass Prairie,123951,111555900,27566.0206695,11155.59,487.73999,501.890015,14.150024,494.816149,2.864164,111555877.560034
Precipitation (May-Sept),Forest Service Admin Areas,Monongahela National Forest,7660639,6894575100,1703683.9800855,689457.51,389.369995,839.02002,449.650024,604.766559,84.148999,6894554207.279570
Precipitation (May-Sept),Forest Service Admin Areas,Ottawa National Forest,7026645,6323980500,1562687.2014525,632398.05,377.73999,471.869995,94.130005,443.694762,15.330339,6324406706.442230
