Region,Region_Name,CL_Category,Exc,Percentage,Count
Class I Areas,Dolly Sods Wilderness,A (Min Min),12,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),13,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),14,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),15,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),16,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),17,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-15,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-14,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-13,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-12,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-11,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-10,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-9,13.99886755,6428
Class I Areas,Dolly Sods Wilderness,B (Max Min),-8,2.208284333,1014
Class I Areas,Dolly Sods Wilderness,B (Max Min),-7,2.097216778,963
Class I Areas,Dolly Sods Wilderness,B (Max Min),-6,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-5,7.990330589,3669
Class I Areas,Dolly Sods Wilderness,B (Max Min),-4,34.18920685,15699
Class I Areas,Dolly Sods Wilderness,B (Max Min),-3,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),-2,5.923602944,2720
Class I Areas,Dolly Sods Wilderness,B (Max Min),-1,33.59249096,15425
Class I Areas,Dolly Sods Wilderness,B (Max Min),0,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),1,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),2,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),3,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),4,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),5,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),6,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),7,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),8,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),9,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),10,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),11,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),12,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),13,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),14,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),15,0,0
Class I Areas,Dolly Sods Wilderness,B (Max Min),16,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-23,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-22,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-21,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-20,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-19,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-18,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-17,2.393396925,1099
Class I Areas,Dolly Sods Wilderness,C (Max Max),-16,15.91097173,7306
Class I Areas,Dolly Sods Wilderness,C (Max Max),-15,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-14,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-13,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-12,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-11,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-10,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-9,46.27161462,21247
Class I Areas,Dolly Sods Wilderness,C (Max Max),-8,34.99716887,16070
Class I Areas,Dolly Sods Wilderness,C (Max Max),-7,0.426847859,196
Class I Areas,Dolly Sods Wilderness,C (Max Max),-6,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-5,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-4,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-3,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-2,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),-1,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),0,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),1,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),2,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),3,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),4,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),5,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),6,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),7,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),8,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),9,0,0
Class I Areas,Dolly Sods Wilderness,C (Max Max),10,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-20,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-19,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-18,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-17,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-16,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-15,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-14,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-13,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-12,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-11,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-10,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-9,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-8,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-7,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-6,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-5,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-4,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),-3,1.594146087,732
Class I Areas,Dolly Sods Wilderness,D (Min Max),-2,2.521886842,1158
Class I Areas,Dolly Sods Wilderness,D (Min Max),-1,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),0,0.455159197,209
Class I Areas,Dolly Sods Wilderness,D (Min Max),1,14.73931791,6768
Class I Areas,Dolly Sods Wilderness,D (Min Max),2,74.69401977,34298
Class I Areas,Dolly Sods Wilderness,D (Min Max),3,5.995470186,2753
Class I Areas,Dolly Sods Wilderness,D (Min Max),4,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),5,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),6,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),7,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),8,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),9,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),10,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),11,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),12,0,0
Class I Areas,Dolly Sods Wilderness,D (Min Max),13,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-12,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-11,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-10,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-9,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-8,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-7,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-6,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-5,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-4,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-3,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-2,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),-1,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),0,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),1,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),2,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),3,55.42782152,10559
Class I Areas,Great Gulf Wilderness,A (Min Min),4,44.57217848,8491
Class I Areas,Great Gulf Wilderness,A (Min Min),5,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),6,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),7,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),8,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),9,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),10,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),11,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),12,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),13,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),14,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),15,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),16,0,0
Class I Areas,Great Gulf Wilderness,A (Min Min),17,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-15,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-14,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-13,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-12,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-11,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-10,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-9,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-8,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-7,1.758530184,335
Class I Areas,Great Gulf Wilderness,B (Max Min),-6,0.167979003,32
Class I Areas,Great Gulf Wilderness,B (Max Min),-5,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-4,53.50131234,10192
Class I Areas,Great Gulf Wilderness,B (Max Min),-3,44.57217848,8491
Class I Areas,Great Gulf Wilderness,B (Max Min),-2,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),-1,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),0,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),1,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),2,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),3,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),4,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),5,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),6,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),7,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),8,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),9,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),10,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),11,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),12,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),13,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),14,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),15,0,0
Class I Areas,Great Gulf Wilderness,B (Max Min),16,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-23,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-22,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-21,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-20,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-19,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-18,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-17,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-16,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-15,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-14,1.784776903,340
Class I Areas,Great Gulf Wilderness,C (Max Max),-13,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-12,53.64304462,10219
Class I Areas,Great Gulf Wilderness,C (Max Max),-11,44.57217848,8491
Class I Areas,Great Gulf Wilderness,C (Max Max),-10,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-9,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-8,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-7,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-6,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-5,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-4,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-3,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-2,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),-1,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),0,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),1,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),2,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),3,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),4,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),5,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),6,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),7,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),8,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),9,0,0
Class I Areas,Great Gulf Wilderness,C (Max Max),10,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-20,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-19,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-18,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-17,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-16,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-15,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-14,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-13,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-12,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-11,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-10,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-9,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-8,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-7,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-6,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-5,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-4,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-3,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-2,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),-1,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),0,56.27296588,10720
Class I Areas,Great Gulf Wilderness,D (Min Max),1,43.72703412,8330
Class I Areas,Great Gulf Wilderness,D (Min Max),2,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),3,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),4,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),5,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),6,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),7,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),8,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),9,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),10,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),11,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),12,0,0
Class I Areas,Great Gulf Wilderness,D (Min Max),13,0,0
Class I Areas,Isle Royale NP,A (Min Min),-12,0,0
Class I Areas,Isle Royale NP,A (Min Min),-11,0,0
Class I Areas,Isle Royale NP,A (Min Min),-10,0,0
Class I Areas,Isle Royale NP,A (Min Min),-9,0,0
Class I Areas,Isle Royale NP,A (Min Min),-8,0,0
Class I Areas,Isle Royale NP,A (Min Min),-7,0,0
Class I Areas,Isle Royale NP,A (Min Min),-6,0,0
Class I Areas,Isle Royale NP,A (Min Min),-5,0,0
Class I Areas,Isle Royale NP,A (Min Min),-4,0,0
Class I Areas,Isle Royale NP,A (Min Min),-3,0.140416147,622
Class I Areas,Isle Royale NP,A (Min Min),-2,0.395287255,1751
Class I Areas,Isle Royale NP,A (Min Min),-1,0.94137513,4170
Class I Areas,Isle Royale NP,A (Min Min),0,16.46977554,72956
Class I Areas,Isle Royale NP,A (Min Min),1,7.066182961,31301
Class I Areas,Isle Royale NP,A (Min Min),2,49.72627881,220272
Class I Areas,Isle Royale NP,A (Min Min),3,2.329282636,10318
Class I Areas,Isle Royale NP,A (Min Min),4,22.93140152,101579
Class I Areas,Isle Royale NP,A (Min Min),5,0,0
Class I Areas,Isle Royale NP,A (Min Min),6,0,0
Class I Areas,Isle Royale NP,A (Min Min),7,0,0
Class I Areas,Isle Royale NP,A (Min Min),8,0,0
Class I Areas,Isle Royale NP,A (Min Min),9,0,0
Class I Areas,Isle Royale NP,A (Min Min),10,0,0
Class I Areas,Isle Royale NP,A (Min Min),11,0,0
Class I Areas,Isle Royale NP,A (Min Min),12,0,0
Class I Areas,Isle Royale NP,A (Min Min),13,0,0
Class I Areas,Isle Royale NP,A (Min Min),14,0,0
Class I Areas,Isle Royale NP,A (Min Min),15,0,0
Class I Areas,Isle Royale NP,A (Min Min),16,0,0
Class I Areas,Isle Royale NP,A (Min Min),17,0,0
Class I Areas,Isle Royale NP,B (Max Min),-15,0,0
Class I Areas,Isle Royale NP,B (Max Min),-14,0,0
Class I Areas,Isle Royale NP,B (Max Min),-13,0,0
Class I Areas,Isle Royale NP,B (Max Min),-12,0,0
Class I Areas,Isle Royale NP,B (Max Min),-11,0,0
Class I Areas,Isle Royale NP,B (Max Min),-10,0,0
Class I Areas,Isle Royale NP,B (Max Min),-9,0,0
Class I Areas,Isle Royale NP,B (Max Min),-8,0,0
Class I Areas,Isle Royale NP,B (Max Min),-7,0,0
Class I Areas,Isle Royale NP,B (Max Min),-6,5.784377688,25623
Class I Areas,Isle Royale NP,B (Max Min),-5,53.21884827,235743
Class I Areas,Isle Royale NP,B (Max Min),-4,4.526050356,20049
Class I Areas,Isle Royale NP,B (Max Min),-3,31.37420452,138978
Class I Areas,Isle Royale NP,B (Max Min),-2,0.656253598,2907
Class I Areas,Isle Royale NP,B (Max Min),-1,2.189543738,9699
Class I Areas,Isle Royale NP,B (Max Min),0,1.95431283,8657
Class I Areas,Isle Royale NP,B (Max Min),1,0.255548357,1132
Class I Areas,Isle Royale NP,B (Max Min),2,0.040860647,181
Class I Areas,Isle Royale NP,B (Max Min),3,0,0
Class I Areas,Isle Royale NP,B (Max Min),4,0,0
Class I Areas,Isle Royale NP,B (Max Min),5,0,0
Class I Areas,Isle Royale NP,B (Max Min),6,0,0
Class I Areas,Isle Royale NP,B (Max Min),7,0,0
Class I Areas,Isle Royale NP,B (Max Min),8,0,0
Class I Areas,Isle Royale NP,B (Max Min),9,0,0
Class I Areas,Isle Royale NP,B (Max Min),10,0,0
Class I Areas,Isle Royale NP,B (Max Min),11,0,0
Class I Areas,Isle Royale NP,B (Max Min),12,0,0
Class I Areas,Isle Royale NP,B (Max Min),13,0,0
Class I Areas,Isle Royale NP,B (Max Min),14,0,0
Class I Areas,Isle Royale NP,B (Max Min),15,0,0
Class I Areas,Isle Royale NP,B (Max Min),16,0,0
Class I Areas,Isle Royale NP,C (Max Max),-23,0,0
Class I Areas,Isle Royale NP,C (Max Max),-22,0,0
Class I Areas,Isle Royale NP,C (Max Max),-21,0,0
Class I Areas,Isle Royale NP,C (Max Max),-20,0,0
Class I Areas,Isle Royale NP,C (Max Max),-19,0,0
Class I Areas,Isle Royale NP,C (Max Max),-18,0,0
Class I Areas,Isle Royale NP,C (Max Max),-17,0,0
Class I Areas,Isle Royale NP,C (Max Max),-16,0,0
Class I Areas,Isle Royale NP,C (Max Max),-15,0,0
Class I Areas,Isle Royale NP,C (Max Max),-14,0,0
Class I Areas,Isle Royale NP,C (Max Max),-13,47.9062869,212210
Class I Areas,Isle Royale NP,C (Max Max),-12,10.8431967,48032
Class I Areas,Isle Royale NP,C (Max Max),-11,27.97486957,123920
Class I Areas,Isle Royale NP,C (Max Max),-10,4.73103084,20957
Class I Areas,Isle Royale NP,C (Max Max),-9,3.337028099,14782
Class I Areas,Isle Royale NP,C (Max Max),-8,0.221911691,983
Class I Areas,Isle Royale NP,C (Max Max),-7,3.260950541,14445
Class I Areas,Isle Royale NP,C (Max Max),-6,0.255999856,1134
Class I Areas,Isle Royale NP,C (Max Max),-5,1.356302586,6008
Class I Areas,Isle Royale NP,C (Max Max),-4,0,0
Class I Areas,Isle Royale NP,C (Max Max),-3,0,0
Class I Areas,Isle Royale NP,C (Max Max),-2,0.029798925,132
Class I Areas,Isle Royale NP,C (Max Max),-1,0.053276866,236
Class I Areas,Isle Royale NP,C (Max Max),0,0.029347426,130
Class I Areas,Isle Royale NP,C (Max Max),1,0,0
Class I Areas,Isle Royale NP,C (Max Max),2,0,0
Class I Areas,Isle Royale NP,C (Max Max),3,0,0
Class I Areas,Isle Royale NP,C (Max Max),4,0,0
Class I Areas,Isle Royale NP,C (Max Max),5,0,0
Class I Areas,Isle Royale NP,C (Max Max),6,0,0
Class I Areas,Isle Royale NP,C (Max Max),7,0,0
Class I Areas,Isle Royale NP,C (Max Max),8,0,0
Class I Areas,Isle Royale NP,C (Max Max),9,0,0
Class I Areas,Isle Royale NP,C (Max Max),10,0,0
Class I Areas,Isle Royale NP,D (Min Max),-20,0,0
Class I Areas,Isle Royale NP,D (Min Max),-19,0,0
Class I Areas,Isle Royale NP,D (Min Max),-18,0,0
Class I Areas,Isle Royale NP,D (Min Max),-17,0,0
Class I Areas,Isle Royale NP,D (Min Max),-16,0,0
Class I Areas,Isle Royale NP,D (Min Max),-15,0,0
Class I Areas,Isle Royale NP,D (Min Max),-14,0,0
Class I Areas,Isle Royale NP,D (Min Max),-13,0,0
Class I Areas,Isle Royale NP,D (Min Max),-12,0.126645431,561
Class I Areas,Isle Royale NP,D (Min Max),-11,0.013770715,61
Class I Areas,Isle Royale NP,D (Min Max),-10,0.001128747,5
Class I Areas,Isle Royale NP,D (Min Max),-9,0.002031745,9
Class I Areas,Isle Royale NP,D (Min Max),-8,0.006772483,30
Class I Areas,Isle Royale NP,D (Min Max),-7,2.618241909,11598
Class I Areas,Isle Royale NP,D (Min Max),-6,0.000902998,4
Class I Areas,Isle Royale NP,D (Min Max),-5,1.021516178,4525
Class I Areas,Isle Royale NP,D (Min Max),-4,0,0
Class I Areas,Isle Royale NP,D (Min Max),-3,0,0
Class I Areas,Isle Royale NP,D (Min Max),-2,1.710051945,7575
Class I Areas,Isle Royale NP,D (Min Max),-1,22.53701726,99832
Class I Areas,Isle Royale NP,D (Min Max),0,59.51703167,263642
Class I Areas,Isle Royale NP,D (Min Max),1,12.44488892,55127
Class I Areas,Isle Royale NP,D (Min Max),2,0,0
Class I Areas,Isle Royale NP,D (Min Max),3,0,0
Class I Areas,Isle Royale NP,D (Min Max),4,0,0
Class I Areas,Isle Royale NP,D (Min Max),5,0,0
Class I Areas,Isle Royale NP,D (Min Max),6,0,0
Class I Areas,Isle Royale NP,D (Min Max),7,0,0
Class I Areas,Isle Royale NP,D (Min Max),8,0,0
Class I Areas,Isle Royale NP,D (Min Max),9,0,0
Class I Areas,Isle Royale NP,D (Min Max),10,0,0
Class I Areas,Isle Royale NP,D (Min Max),11,0,0
