ANALYSIS,Region,Region_Name,CL_Category,COUNT,AREA_M2,MIN,MAX,RANGE,MEAN,STD,SUM,AREA_HA,AREA_ACRES
high_IV_WOI,Forest Service Wilderness Areas,Sandwich Range Wilderness,B (Max Min),158091,142281900,9,18.5,9.5,11.370426,1.100177,1797562,14228.19,35158.5689
high_IV_WOI,Forest Service Wilderness Areas,Shawvers Run Wilderness,B (Max Min),25907,23316300,14,18.5,4.5,17.741055,1.002433,459617.5,2331.63,5761.574312
high_IV_WOI,Forest Service Wilderness Areas,Spice Run Wilderness,B (Max Min),26885,24196500,17.25,18.5,1.25,18.084387,0.588882,486198.75,2419.65,5979.076133
high_IV_WOI,Forest Service Wilderness Areas,Stone Mountain Wilderness,B (Max Min),14357,12921300,6.75,18.5,11.75,18.024326,1.506355,258775.25,1292.13,3192.917837
high_IV_WOI,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,B (Max Min),73597,66237300,15,18.5,3.5,17.615337,0.782911,1296435.95,6623.73,16367.56802
high_IV_WOI,Forest Service Wilderness Areas,Sylvania Wilderness,B (Max Min),64084,57675600,15,17.25,2.25,16.020259,1.035541,1026642.304,5767.56,14251.92914
high_IV_WOI,Forest Service Wilderness Areas,Three Ridges Wilderness,B (Max Min),19759,17783100,11,18.5,7.5,14.309049,3.723801,282732.5,1778.31,4394.292926
high_IV_WOI,Forest Service Wilderness Areas,Thunder Ridge Wilderness,B (Max Min),10586,9527400,11,18.5,7.5,14.421972,3.686965,152671,952.74,2354.268177
high_IV_WOI,Forest Service Wilderness Areas,Whisker Lake Wilderness,B (Max Min),30122,27109800,15,15.3,0.3,15.085472,0.135411,454404.6016,2710.98,6698.967129
high_IV_WOI,Forest Service Wilderness Areas,Wild River Wilderness,B (Max Min),107124,96411600,9,18.5,9.5,12.478406,2.362388,1336736.8,9641.16,23823.78842
high_IV_WOI,Forest Service Wilderness Areas,Allegheny Islands Wilderness,C (Max Max),1254,1128600,26,26,0,26,0,32604,112.86,278.882703
high_IV_WOI,Forest Service Wilderness Areas,Bald Knob Wilderness,C (Max Max),21834,19650600,18,26,8,25.325089,2.223462,552948,1965.06,4855.761513
high_IV_WOI,Forest Service Wilderness Areas,Barbours Creek Wilderness,C (Max Max),19552,17596800,17.25,26,8.75,25.950069,0.632967,507375.75,1759.68,4348.257264
high_IV_WOI,Forest Service Wilderness Areas,Bay Creek Wilderness,C (Max Max),11497,10347300,26,26,0,26,0,298922,1034.73,2556.869567
high_IV_WOI,Forest Service Wilderness Areas,Beartown Wilderness,C (Max Max),25023,22520700,17.25,26,8.75,19.981037,3.952469,499985.5,2252.07,5564.977574
high_IV_WOI,Forest Service Wilderness Areas,Beaver Creek Wilderness,C (Max Max),20126,18113400,10.5,26,15.5,25.974585,0.627124,522764.5,1811.34,4475.911707
high_IV_WOI,Forest Service Wilderness Areas,Big Branch Wilderness,C (Max Max),30234,27210600,18.5,26,7.5,19.816227,2.812176,599123.8002,2721.06,6723.875313
high_IV_WOI,Forest Service Wilderness Areas,Big Draft Wilderness,C (Max Max),21973,19775700,26,26,0,26,0,571298,1977.57,4886.674349
high_IV_WOI,Forest Service Wilderness Areas,Big Island Lake Wilderness,C (Max Max),20994,18894600,15,18.5,3.5,18.152901,1.046121,381102,1889.46,4668.950133
high_IV_WOI,Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),24078,21670200,21.1,26,4.9,24.897205,2.046348,599474.9021,2167.02,5354.814771
high_IV_WOI,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),3646001,3281400900,7,21.1,14.1,21.055357,0.44968,76767852.16,328140.09,810850.5694
high_IV_WOI,Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),112231,101007900,18.5,26,7.5,18.605189,0.544107,2088079.002,10100.79,24959.55713
high_IV_WOI,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),16590,14931000,18.5,26,7.5,21.157227,3.048485,350998.4004,1493.1,3689.524755
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),15051,13545900,18,26,8,23.62461,3.655221,355574,1354.59,3347.25962
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),19971,17973900,18,26,8,24.609984,3.031168,491486,1797.39,4441.44056
high_IV_WOI,Forest Service Wilderness Areas,Burden Falls Wilderness,C (Max Max),14721,13248900,26,26,0,26,0,382746,1324.89,3273.869435
high_IV_WOI,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,C (Max Max),50346,45311400,18.5,26,7.5,22.695936,3.108044,1142649.605,4531.14,11196.6735
high_IV_WOI,Forest Service Wilderness Areas,Charles C. Deam Wilderness,C (Max Max),54168,48751200,12.5,26,13.5,25.998505,0.142074,1408287,4875.12,12046.66528
high_IV_WOI,Forest Service Wilderness Areas,Clear Springs Wilderness,C (Max Max),18590,16731000,18,26,8,24.932329,2.72056,463492,1673.1,4134.313755
high_IV_WOI,Forest Service Wilderness Areas,Clifty Wilderness,C (Max Max),44134,39720600,10.5,26,15.5,22.925568,6.180742,1011797,3972.06,9815.158863
high_IV_WOI,Forest Service Wilderness Areas,Cranberry Wilderness,C (Max Max),213699,192329100,17.25,26,8.75,18.468478,0.631369,3946695.25,19232.91,47525.48226
high_IV_WOI,Forest Service Wilderness Areas,Delirium Wilderness,C (Max Max),44197,39777300,15,18.5,3.5,17.391723,1.628094,768662,3977.73,9829.169717
high_IV_WOI,Forest Service Wilderness Areas,Dolly Sods Wilderness,C (Max Max),74093,66683700,17.25,26,8.75,19.331607,2.360989,1432336.75,6668.37,16477.87569
high_IV_WOI,Forest Service Wilderness Areas,Garden Mountain Wilderness,C (Max Max),14948,13453200,26,26,0,26,0,388648,1345.32,3324.352986
high_IV_WOI,Forest Service Wilderness Areas,Garden of the Gods Wilderness,C (Max Max),16121,14508900,26,26,0,26,0,419146,1450.89,3585.221735
high_IV_WOI,Forest Service Wilderness Areas,George D. Aiken Wilderness,C (Max Max),21211,19089900,18.5,21.1,2.6,18.512503,0.179865,392668.7,1908.99,4717.20974
high_IV_WOI,Forest Service Wilderness Areas,Glastenbury Wilderness,C (Max Max),100221,90198900,18.5,26,7.5,19.349166,2.294345,1939192.801,9019.89,22288.59918
high_IV_WOI,Forest Service Wilderness Areas,Great Gulf Wilderness,C (Max Max),18718,16846200,18.5,21.1,2.6,18.548755,0.352685,347195.6001,1684.62,4162.780251
high_IV_WOI,Forest Service Wilderness Areas,Headwaters Wilderness,C (Max Max),94429,84986100,21.1,26,4.9,24.653018,2.187659,2327959.81,8498.61,21000.49024
high_IV_WOI,Forest Service Wilderness Areas,Hickory Creek Wilderness,C (Max Max),38376,34538400,26,26,0,26,0,997776,3453.84,8534.611332
high_IV_WOI,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,C (Max Max),16682,15013800,15,18.5,3.5,18.337909,0.734824,305913,1501.38,3709.985049
high_IV_WOI,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,C (Max Max),38035,34231500,26,26,0,26,0,988910,3423.15,8458.774808
high_IV_WOI,Forest Service Wilderness Areas,James River Face Wilderness,C (Max Max),33400,30060000,17.25,26,8.75,25.358271,2.188023,846966.25,3006,7427.9763
high_IV_WOI,Forest Service Wilderness Areas,Joseph Battell Wilderness,C (Max Max),55419,49877100,18.5,21.1,2.6,18.543115,0.332025,1027640.9,4987.71,12324.8808
high_IV_WOI,Forest Service Wilderness Areas,Kimberling Creek Wilderness,C (Max Max),26583,23924700,26,26,0,26,0,691158,2392.47,5911.912994
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork North Wilderness,C (Max Max),27060,24354000,17.25,26,8.75,19.343219,2.402577,523427.5,2435.4,6017.99517
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork South Wilderness,C (Max Max),25994,23394600,17.25,18.5,1.25,18.498317,0.045837,480845.25,2339.46,5780.922633
high_IV_WOI,Forest Service Wilderness Areas,Lewis Fork Wilderness,C (Max Max),26672,24004800,17.25,26,8.75,17.93616,1.046658,478393.25,2400.48,5931.706104
high_IV_WOI,Forest Service Wilderness Areas,Little Dry Run Wilderness,C (Max Max),12758,11482200,26,26,0,26,0,331708,1148.22,2837.309031
high_IV_WOI,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,C (Max Max),23793,21413700,17.25,26,8.75,18.912621,3.37969,449988,2141.37,5291.432339
high_IV_WOI,Forest Service Wilderness Areas,Lusk Creek Wilderness,C (Max Max),24856,22370400,26,26,0,26,0,646256,2237.04,5527.837692
high_IV_WOI,Forest Service Wilderness Areas,Lye Brook Wilderness,C (Max Max),80981,72882900,18.5,26,7.5,19.006786,1.882567,1539188.5,7288.29,18009.729
high_IV_WOI,Forest Service Wilderness Areas,Mackinac Wilderness,C (Max Max),47500,42750000,15,18.5,3.5,17.991063,1.2338,854575.5,4275,10563.73875
high_IV_WOI,Forest Service Wilderness Areas,McCormick Wilderness,C (Max Max),72136,64922400,21,26,5,22.508632,2.263195,1623682.708,6492.24,16042.64965
high_IV_WOI,Forest Service Wilderness Areas,Mountain Lake Wilderness,C (Max Max),71755,64579500,26,26,0,26,0,1865630,6457.95,15957.91735
high_IV_WOI,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,C (Max Max),10042,9037800,7,26,19,24.89529,4.017298,249998.5,903.78,2233.285569
high_IV_WOI,Forest Service Wilderness Areas,Otter Creek Wilderness,C (Max Max),92375,83137500,17.25,26,8.75,20.39157,3.623259,1883671.25,8313.75,20543.69194
high_IV_WOI,Forest Service Wilderness Areas,Panther Den Wilderness,C (Max Max),4120,3708000,26,26,0,26,0,107120,370.8,916.26534
high_IV_WOI,Forest Service Wilderness Areas,Pemigewasset Wilderness,C (Max Max),204675,184207500,15,26,11,18.820823,1.1172,3852151.907,18420.75,45518.59429
high_IV_WOI,Forest Service Wilderness Areas,Peru Peak Wilderness,C (Max Max),34953,31457700,18.5,21.1,2.6,18.514505,0.193657,647137.5001,3145.77,7773.354959
high_IV_WOI,Forest Service Wilderness Areas,Peters Mountain Wilderness,C (Max Max),18362,16525800,26,26,0,26,0,477412,1652.58,4083.607809
high_IV_WOI,Forest Service Wilderness Areas,Porcupine Lake Wilderness,C (Max Max),18212,16390800,21,26,5,25.878926,0.768577,471307,1639.08,4050.248634
high_IV_WOI,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,C (Max Max),121345,109210500,15,26,11,19.128555,1.848578,2321154.503,10921.05,26986.4606
high_IV_WOI,Forest Service Wilderness Areas,Priest Wilderness,C (Max Max),26190,23571000,17.25,26,8.75,24.364433,3.262239,638104.5,2357.1,5824.511955
high_IV_WOI,Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),18966,17069400,17.25,26,8.75,25.936333,0.743659,491908.5,1706.94,4217.934087
high_IV_WOI,Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),30465,27418500,21,26,5,25.993271,0.183303,791885,2741.85,6775.248443
high_IV_WOI,Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),29056,26150400,23,26,3,25.999897,0.017599,755453,2615.04,6461.894592
high_IV_WOI,Forest Service Wilderness Areas,Rich Hole Wilderness,C (Max Max),26467,23820300,17.25,26,8.75,25.808582,1.279947,683075.75,2382.03,5886.115232
high_IV_WOI,Forest Service Wilderness Areas,Roaring Plains West Wilderness,C (Max Max),28883,25994700,17.25,26,8.75,19.660241,2.725432,567846.75,2599.47,6423.420344
high_IV_WOI,Forest Service Wilderness Areas,Rock River Canyon Wilderness,C (Max Max),23291,20961900,21,26,5,25.78876,1.005773,600646,2096.19,5179.7903
high_IV_WOI,Forest Service Wilderness Areas,Rough Mountain Wilderness,C (Max Max),31500,28350000,18,26,8,25.999746,0.045074,818992,2835,7005.42675
high_IV_WOI,Forest Service Wilderness Areas,Round Island Wilderness,C (Max Max),1357,1221300,12.5,18.5,6,14.082903,2.644208,19110.5,122.13,301.7893365
high_IV_WOI,Forest Service Wilderness Areas,Saint Mary's Wilderness,C (Max Max),42316,38084400,17.25,26,8.75,25.956577,0.614873,1098378.5,3808.44,9410.845662
high_IV_WOI,Forest Service Wilderness Areas,Sandwich Range Wilderness,C (Max Max),158091,142281900,15,26,11,18.756557,1.007798,2965242.804,14228.19,35158.5689
high_IV_WOI,Forest Service Wilderness Areas,Shawvers Run Wilderness,C (Max Max),25907,23316300,17.25,26,8.75,25.618646,1.782756,663702.25,2331.63,5761.574312
high_IV_WOI,Forest Service Wilderness Areas,Spice Run Wilderness,C (Max Max),26885,24196500,26,26,0,26,0,699010,2419.65,5979.076133
high_IV_WOI,Forest Service Wilderness Areas,Stone Mountain Wilderness,C (Max Max),14357,12921300,10.5,26,15.5,25.153914,2.603529,361134.75,1292.13,3192.917837
high_IV_WOI,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,C (Max Max),73597,66237300,21,26,5,25.79185,0.988465,1898202.801,6623.73,16367.56802
high_IV_WOI,Forest Service Wilderness Areas,Sylvania Wilderness,C (Max Max),64084,57675600,21,26,5,23.096984,2.42978,1480147.109,5767.56,14251.92914
high_IV_WOI,Forest Service Wilderness Areas,Three Ridges Wilderness,C (Max Max),19759,17783100,17.25,26,8.75,21.691394,3.844124,428600.25,1778.31,4394.292926
high_IV_WOI,Forest Service Wilderness Areas,Thunder Ridge Wilderness,C (Max Max),10586,9527400,17.25,26,8.75,21.524018,4.037756,227853.25,952.74,2354.268177
high_IV_WOI,Forest Service Wilderness Areas,Whisker Lake Wilderness,C (Max Max),30122,27109800,21,21.1,0.1,21.032727,0.046922,633547.8038,2710.98,6698.967129
high_IV_WOI,Forest Service Wilderness Areas,Wild River Wilderness,C (Max Max),107124,96411600,15,26,11,19.900374,2.630638,2131807.703,9641.16,23823.78842
high_IV_WOI,Forest Service Wilderness Areas,Allegheny Islands Wilderness,D (Min Max),1254,1128600,6.5,12.5,6,11.619418,2.021772,14570.75,112.86,278.882703
high_IV_WOI,Forest Service Wilderness Areas,Bald Knob Wilderness,D (Min Max),21834,19650600,6.75,12.5,5.75,8.143354,0.716055,177802,1965.06,4855.761513
high_IV_WOI,Forest Service Wilderness Areas,Barbours Creek Wilderness,D (Min Max),19552,17596800,6.5,12.5,6,7.438369,1.070995,145435,1759.68,4348.257264
high_IV_WOI,Forest Service Wilderness Areas,Bay Creek Wilderness,D (Min Max),11497,10347300,8.5,12.5,4,10.981169,1.247427,126250.5,1034.73,2556.869567
high_IV_WOI,Forest Service Wilderness Areas,Beartown Wilderness,D (Min Max),25023,22520700,6.5,12.5,6,8.364445,0.946321,209303.5,2252.07,5564.977574
high_IV_WOI,Forest Service Wilderness Areas,Beaver Creek Wilderness,D (Min Max),20126,18113400,6.5,12.5,6,7.945593,0.920197,159913,1811.34,4475.911707
high_IV_WOI,Forest Service Wilderness Areas,Big Branch Wilderness,D (Min Max),30234,27210600,5.75,7.25,1.5,6.648178,0.56216,201001,2721.06,6723.875313
high_IV_WOI,Forest Service Wilderness Areas,Big Draft Wilderness,D (Min Max),21973,19775700,6.5,18,11.5,9.66221,1.3883,212307.75,1977.57,4886.674349
high_IV_WOI,Forest Service Wilderness Areas,Big Island Lake Wilderness,D (Min Max),20994,18894600,6.5,8.5,2,7.282962,0.417275,152898.5,1889.46,4668.950133
high_IV_WOI,Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),24078,21670200,6.5,8.5,2,7.165888,0.440641,172540.25,2167.02,5354.814771
high_IV_WOI,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),3646001,3281400900,5.75,12.5,6.75,7.063584,0.503509,25753835.5,328140.09,810850.5694
high_IV_WOI,Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),112231,101007900,5.75,12.5,6.75,6.743765,0.505215,756859.5,10100.79,24959.55713
high_IV_WOI,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),16590,14931000,5.75,12.5,6.75,6.888864,0.364924,114286.25,1493.1,3689.524755
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),15051,13545900,5.75,12.5,6.75,8.309763,1.322816,125070.25,1354.59,3347.25962
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),19971,17973900,6.5,18,11.5,8.809424,1.456205,175933,1797.39,4441.44056
high_IV_WOI,Forest Service Wilderness Areas,Burden Falls Wilderness,D (Min Max),14721,13248900,6.75,12.5,5.75,10.096359,2.254916,148628.5,1324.89,3273.869435
high_IV_WOI,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,D (Min Max),50346,45311400,5.75,7,1.25,6.47612,0.615569,326046.75,4531.14,11196.6735
high_IV_WOI,Forest Service Wilderness Areas,Charles C. Deam Wilderness,D (Min Max),54168,48751200,7,12.5,5.5,7.415227,1.038678,401668,4875.12,12046.66528
high_IV_WOI,Forest Service Wilderness Areas,Clear Springs Wilderness,D (Min Max),18590,16731000,8.5,8.5,0,8.5,0,158015,1673.1,4134.313755
high_IV_WOI,Forest Service Wilderness Areas,Clifty Wilderness,D (Min Max),44134,39720600,6.5,7,0.5,6.6859,0.241643,295075.5,3972.06,9815.158863
high_IV_WOI,Forest Service Wilderness Areas,Cranberry Wilderness,D (Min Max),213699,192329100,6.5,12.5,6,7.159877,0.634046,1530058.5,19232.91,47525.48226
high_IV_WOI,Forest Service Wilderness Areas,Delirium Wilderness,D (Min Max),44197,39777300,6.5,7.25,0.75,6.942683,0.160629,306845.75,3977.73,9829.169717
high_IV_WOI,Forest Service Wilderness Areas,Dolly Sods Wilderness,D (Min Max),74093,66683700,5.75,12.5,6.75,7.205117,1.595707,533848.75,6668.37,16477.87569
high_IV_WOI,Forest Service Wilderness Areas,Garden Mountain Wilderness,D (Min Max),14948,13453200,6.5,12.5,6,8.257526,1.737977,123433.5,1345.32,3324.352986
high_IV_WOI,Forest Service Wilderness Areas,Garden of the Gods Wilderness,D (Min Max),16121,14508900,6.75,12.5,5.75,11.234198,1.222465,181106.5,1450.89,3585.221735
high_IV_WOI,Forest Service Wilderness Areas,George D. Aiken Wilderness,D (Min Max),21211,19089900,7,12.5,5.5,7.004679,0.160161,148576.25,1908.99,4717.20974
high_IV_WOI,Forest Service Wilderness Areas,Glastenbury Wilderness,D (Min Max),100221,90198900,6.75,12.5,5.75,7.003108,0.068711,701858.5,9019.89,22288.59918
high_IV_WOI,Forest Service Wilderness Areas,Great Gulf Wilderness,D (Min Max),18718,16846200,5.75,7,1.25,5.982597,0.486462,111982.25,1684.62,4162.780251
high_IV_WOI,Forest Service Wilderness Areas,Headwaters Wilderness,D (Min Max),94429,84986100,6.5,8.5,2,7.394505,0.541827,698255.75,8498.61,21000.49024
high_IV_WOI,Forest Service Wilderness Areas,Hickory Creek Wilderness,D (Min Max),38376,34538400,6.75,12.5,5.75,6.995928,0.247863,268475.75,3453.84,8534.611332
high_IV_WOI,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,D (Min Max),16682,15013800,5.75,7.25,1.5,5.783344,0.21239,96477.75,1501.38,3709.985049
high_IV_WOI,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,D (Min Max),38035,34231500,6.5,14.5,8,7.766859,1.783308,295412.5,3423.15,8458.774808
high_IV_WOI,Forest Service Wilderness Areas,James River Face Wilderness,D (Min Max),33400,30060000,6.5,10.5,4,7.260771,0.950596,242509.75,3006,7427.9763
high_IV_WOI,Forest Service Wilderness Areas,Joseph Battell Wilderness,D (Min Max),55419,49877100,5.75,12.5,6.75,6.830338,0.434885,378530.5,4987.71,12324.8808
high_IV_WOI,Forest Service Wilderness Areas,Kimberling Creek Wilderness,D (Min Max),26583,23924700,6.5,12.5,6,7.886337,1.770892,209642.5,2392.47,5911.912994
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork North Wilderness,D (Min Max),27060,24354000,6.5,12.5,6,7.121434,0.764653,192706,2435.4,6017.99517
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork South Wilderness,D (Min Max),25994,23394600,6.5,12.5,6,7.211905,1.048205,187466.25,2339.46,5780.922633
high_IV_WOI,Forest Service Wilderness Areas,Lewis Fork Wilderness,D (Min Max),26672,24004800,6.5,8.5,2,8.329287,0.441168,222158.75,2400.48,5931.706104
high_IV_WOI,Forest Service Wilderness Areas,Little Dry Run Wilderness,D (Min Max),12758,11482200,6.5,14,7.5,9.213513,1.587765,117546,1148.22,2837.309031
high_IV_WOI,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,D (Min Max),23793,21413700,6.5,10.5,4,8.449334,0.351006,201035,2141.37,5291.432339
high_IV_WOI,Forest Service Wilderness Areas,Lusk Creek Wilderness,D (Min Max),24856,22370400,6.75,12.5,5.75,10.711911,1.671285,266255.25,2237.04,5527.837692
high_IV_WOI,Forest Service Wilderness Areas,Lye Brook Wilderness,D (Min Max),80981,72882900,5.75,12.5,6.75,6.946892,0.273748,562566.25,7288.29,18009.729
high_IV_WOI,Forest Service Wilderness Areas,Mackinac Wilderness,D (Min Max),47500,42750000,5.75,7.25,1.5,6.931526,0.275768,329247.5,4275,10563.73875
high_IV_WOI,Forest Service Wilderness Areas,McCormick Wilderness,D (Min Max),72136,64922400,5.75,7.25,1.5,6.874484,0.384806,495897.75,6492.24,16042.64965
high_IV_WOI,Forest Service Wilderness Areas,Mountain Lake Wilderness,D (Min Max),71755,64579500,6.5,18,11.5,8.519441,1.726631,611312.5,6457.95,15957.91735
high_IV_WOI,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,D (Min Max),10042,9037800,5.75,12.5,6.75,8.618876,2.675868,86550.75,903.78,2233.285569
high_IV_WOI,Forest Service Wilderness Areas,Otter Creek Wilderness,D (Min Max),92375,83137500,6.5,12.5,6,7.562907,1.176919,698623.5,8313.75,20543.69194
high_IV_WOI,Forest Service Wilderness Areas,Panther Den Wilderness,D (Min Max),4120,3708000,8.5,8.5,0,8.5,0,35020,370.8,916.26534
high_IV_WOI,Forest Service Wilderness Areas,Pemigewasset Wilderness,D (Min Max),204675,184207500,5.75,12.5,6.75,6.062582,0.542983,1240859,18420.75,45518.59429
high_IV_WOI,Forest Service Wilderness Areas,Peru Peak Wilderness,D (Min Max),34953,31457700,5.75,7.25,1.5,6.960726,0.218159,243298.25,3145.77,7773.354959
high_IV_WOI,Forest Service Wilderness Areas,Peters Mountain Wilderness,D (Min Max),18362,16525800,6.5,14.5,8,8.41413,1.778299,154500.25,1652.58,4083.607809
high_IV_WOI,Forest Service Wilderness Areas,Porcupine Lake Wilderness,D (Min Max),18212,16390800,5.75,7,1.25,6.487879,0.60244,118157.25,1639.08,4050.248634
high_IV_WOI,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,D (Min Max),121345,109210500,5.75,7,1.25,6.176322,0.591848,749465.75,10921.05,26986.4606
high_IV_WOI,Forest Service Wilderness Areas,Priest Wilderness,D (Min Max),26190,23571000,6.5,10.5,4,7.264796,0.763125,190265,2357.1,5824.511955
high_IV_WOI,Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),18966,17069400,6.5,12.5,6,8.837802,1.332775,167617.75,1706.94,4217.934087
high_IV_WOI,Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),30465,27418500,5.75,7.25,1.5,6.867947,0.617809,209232,2741.85,6775.248443
high_IV_WOI,Forest Service Wilderness Areas,Ramseys Draft Wilderness,D (Min Max),29056,26150400,6.5,12.5,6,7.003605,0.581522,203496.75,2615.04,6461.894592
high_IV_WOI,Forest Service Wilderness Areas,Rich Hole Wilderness,D (Min Max),26467,23820300,6.5,12.5,6,7.684154,1.35834,203376.5,2382.03,5886.115232
high_IV_WOI,Forest Service Wilderness Areas,Roaring Plains West Wilderness,D (Min Max),28883,25994700,5.75,12.5,6.75,7.110342,0.456086,205368,2599.47,6423.420344
high_IV_WOI,Forest Service Wilderness Areas,Rock River Canyon Wilderness,D (Min Max),23291,20961900,6.5,8.5,2,7.102132,0.157514,165415.75,2096.19,5179.7903
high_IV_WOI,Forest Service Wilderness Areas,Rough Mountain Wilderness,D (Min Max),31500,28350000,6.5,18,11.5,8.306349,1.809474,261650,2835,7005.42675
high_IV_WOI,Forest Service Wilderness Areas,Round Island Wilderness,D (Min Max),1357,1221300,6.5,17.25,10.75,12.742078,1.19331,17291,122.13,301.7893365
high_IV_WOI,Forest Service Wilderness Areas,Saint Mary's Wilderness,D (Min Max),42316,38084400,6.5,12.5,6,7.576602,1.233943,320611.5,3808.44,9410.845662
high_IV_WOI,Forest Service Wilderness Areas,Sandwich Range Wilderness,D (Min Max),158091,142281900,5.75,12.5,6.75,6.248686,0.613398,987861,14228.19,35158.5689
high_IV_WOI,Forest Service Wilderness Areas,Shawvers Run Wilderness,D (Min Max),25907,23316300,6.5,12.5,6,8.89665,1.406547,230485.5,2331.63,5761.574312
high_IV_WOI,Forest Service Wilderness Areas,Spice Run Wilderness,D (Min Max),26885,24196500,6.5,14.5,8,9.038144,1.761496,242990.5,2419.65,5979.076133
high_IV_WOI,Forest Service Wilderness Areas,Stone Mountain Wilderness,D (Min Max),14357,12921300,6.5,8.5,2,7.957547,0.889186,114246.5,1292.13,3192.917837
high_IV_WOI,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,D (Min Max),73597,66237300,6.5,8.5,2,7.115266,0.194152,523662.25,6623.73,16367.56802
high_IV_WOI,Forest Service Wilderness Areas,Sylvania Wilderness,D (Min Max),64084,57675600,6.5,7.25,0.75,7.024203,0.123959,450139,5767.56,14251.92914
high_IV_WOI,Forest Service Wilderness Areas,Three Ridges Wilderness,D (Min Max),19759,17783100,6.5,12.5,6,7.122779,0.707492,140739,1778.31,4394.292926
high_IV_WOI,Forest Service Wilderness Areas,Thunder Ridge Wilderness,D (Min Max),10586,9527400,6.5,8.5,2,7.349802,0.700543,77805,952.74,2354.268177
high_IV_WOI,Forest Service Wilderness Areas,Whisker Lake Wilderness,D (Min Max),30122,27109800,6.5,8.5,2,7.090847,0.245047,213590.5,2710.98,6698.967129
high_IV_WOI,Forest Service Wilderness Areas,Wild River Wilderness,D (Min Max),107124,96411600,5.75,12.5,6.75,6.309508,0.623766,675899.75,9641.16,23823.78842
high_IV_WOI,States,Connecticut,A (Min Min),8801266,7921139400,3,14.5,11.5,3.634662,1.451928,31989629,792113.94,1957353.151
high_IV_WOI,States,Delaware,A (Min Min),791648,712483200,3,14.5,11.5,5.072223,2.241484,4015415.5,71248.32,176058.1611
high_IV_WOI,States,District of Columbia,A (Min Min),9917,8925300,3,14.5,11.5,3.206766,1.076239,31801.5,892.53,2205.486257
high_IV_WOI,States,Illinois,A (Min Min),23495231,21145707900,3,18.5,15.5,6.960222,2.56567,163532013.8,2114570.79,5225210.151
high_IV_WOI,States,Indiana,A (Min Min),23234374,20910936600,3,18.5,15.5,5.545784,2.961692,128852816.8,2091093.66,5167196.989
high_IV_WOI,States,Iowa,A (Min Min),12057026,10851323400,3,14.5,11.5,7.060135,2.930384,85124229,1085132.34,2681416.269
high_IV_WOI,States,Kentucky,A (Min Min),58399751,52559775900,3,14.5,11.5,3.546396,1.38273,207108615.5,5255977.59,12987783.42
high_IV_WOI,States,Maine,A (Min Min),74752370,67277133000,3,13.25,10.25,3.085412,0.46375,230641873.3,6727713.3,16624515.95
high_IV_WOI,States,Maryland,A (Min Min),7330158,6597142200,3,14.5,11.5,3.963036,1.92244,29049677,659714.22,1630186.823
high_IV_WOI,States,Massachusetts,A (Min Min),13346997,12012297300,3,14.5,11.5,3.695117,1.580258,49318720.05,1201229.73,2968298.724
high_IV_WOI,States,Michigan,A (Min Min),87543082,78788773800,3,18.5,15.5,4.090874,2.516397,358127739.4,7878877.38,19469099.95
